User ID,Age,Gender,Country,Device,Subscription Tier,User Segment,Tenure (Months),Onboarding Completed,Session Freq (per week),Feature Adoption Count,Support Tickets,Errors Encountered,Task Completion (%),Avg Time on Task (sec),Days Since Last Login,NPS Score (0–10),NPS Category,Sentiment Label,SUS Q1 (I think I would like to use this product frequently),SUS Q2 (I found the product unnecessarily complex),SUS Q3 (I thought the product was easy to use),SUS Q4 (I think I would need support to use this product),SUS Q5 (I found the various functions well integrated),SUS Q6 (I thought there was too much inconsistency),SUS Q7 (Most people would learn to use this product quickly),SUS Q8 (I found the product very cumbersome to use),SUS Q9 (I felt very confident using the product),SUS Q10 (I needed to learn a lot before using this product),SUS Score (0–100),SUS Grade,UMUX-Lite Q1 – Capability (1–7),UMUX-Lite Q2 – Ease (1–7),UMUX-Lite Score (0–100),CSAT (1–5),"Churn Risk (0=No, 1=Yes)",Renewal Intent
U0392,39,Female,USA,Desktop,Free,Power User,8,Yes,9.4,11,0,0,94.9,224,7,9,Promoter,Positive,5,2,4,2,3,1,4,2,5,2,80.0,A,3,5,50.0,4,0,Unsure
U0393,21,Female,USA,Desktop,Basic,New,14,Yes,4.3,6,1,1,59.8,283,47,7,Passive,Neutral,5,2,3,2,4,3,3,3,2,3,60.0,C,1,5,33.3,2,0,Unlikely
U0394,52,Female,USA,Desktop,Enterprise,Returning,1,No,7.7,13,0,1,84.5,354,31,9,Promoter,Positive,2,1,4,3,3,4,4,3,4,2,60.0,C,3,6,58.3,3,0,Unsure
U0395,46,Male,Germany,Mobile,Basic,New,28,Yes,4.2,8,0,2,87.6,274,19,9,Promoter,Positive,3,1,4,2,3,2,4,2,3,1,72.5,B,4,5,58.3,4,1,Unsure
U0396,29,Female,France,Mobile,Basic,New,4,No,5.9,10,5,1,64.0,238,9,10,Promoter,Positive,4,1,3,2,3,3,5,1,4,1,77.5,B,5,5,66.7,3,1,Unlikely
U0397,18,Male,UK,Mobile,Free,Returning,20,Yes,7.1,9,1,5,92.8,225,13,7,Passive,Neutral,4,2,4,3,4,4,4,2,4,2,67.5,C,3,3,33.3,3,0,Unlikely
U0398,48,Male,USA,Desktop,Basic,Returning,29,Yes,2.3,12,1,0,31.2,200,12,10,Promoter,Positive,3,3,3,1,4,2,2,2,4,2,65.0,C,3,2,25.0,3,1,Unsure
U0399,33,Male,Brazil,Desktop,Basic,Power User,15,No,8.1,11,1,1,59.2,162,7,10,Promoter,Positive,4,1,4,3,5,2,3,3,3,3,67.5,C,4,3,41.7,3,1,Unlikely
U0400,46,Male,Germany,Desktop,Pro,Returning,24,Yes,10.9,14,1,2,72.0,162,23,3,Detractor,Negative,2,3,3,3,3,2,3,2,4,1,60.0,C,7,5,83.3,3,0,Unsure
U0401,18,Male,India,Tablet,Basic,Returning,20,Yes,6.4,13,1,0,67.2,166,10,10,Promoter,Positive,4,2,4,3,4,2,4,3,2,2,65.0,C,2,6,50.0,4,0,Unsure
U0402,28,Male,USA,Mobile,Basic,Returning,8,Yes,10.0,9,0,2,81.3,258,31,9,Promoter,Positive,4,2,3,1,3,2,4,3,4,4,65.0,C,4,4,50.0,4,0,Unsure
U0403,34,Non-binary,Canada,Tablet,Free,Power User,30,Yes,6.9,15,0,0,87.2,135,1,8,Passive,Neutral,4,2,3,1,5,2,4,3,5,2,77.5,B,6,6,83.3,4,0,Likely
U0404,34,Female,Canada,Desktop,Enterprise,Returning,6,Yes,9.6,13,1,0,89.9,276,2,10,Promoter,Positive,3,1,3,3,3,1,4,4,5,3,65.0,C,4,5,58.3,3,0,Likely
U0405,29,Non-binary,Germany,Mobile,Free,Returning,15,No,1.7,10,0,0,90.6,247,52,9,Promoter,Positive,4,2,3,1,4,2,4,2,3,2,72.5,B,4,3,41.7,4,0,Unsure
U0406,40,Male,Brazil,Mobile,Free,Returning,25,No,12.1,18,4,5,59.1,231,17,10,Promoter,Positive,5,3,3,3,4,3,4,3,4,2,65.0,C,4,4,50.0,4,0,Unsure
U0407,23,Male,UK,Desktop,Pro,Returning,9,Yes,10.4,14,1,1,60.0,217,12,8,Passive,Neutral,4,2,3,2,4,2,4,2,4,3,70.0,B,5,6,75.0,2,0,Unsure
U0408,33,Female,UK,Mobile,Basic,Returning,6,Yes,5.0,10,3,3,74.9,205,16,9,Promoter,Positive,3,3,4,4,4,2,3,3,4,3,57.5,D,4,4,50.0,3,1,Unlikely
U0409,35,Male,Canada,Tablet,Basic,Power User,11,Yes,1.8,17,0,1,69.1,231,4,8,Passive,Neutral,3,2,3,1,4,2,3,3,2,3,60.0,C,2,4,33.3,3,1,Unsure
U0410,39,Male,Canada,Tablet,Basic,Returning,31,Yes,8.0,19,1,1,61.0,265,17,3,Detractor,Negative,5,1,3,1,4,3,3,1,3,3,72.5,B,6,4,66.7,4,1,Unsure
U0411,41,Female,UK,Mobile,Pro,Power User,48,Yes,4.7,14,0,1,100.0,134,1,9,Promoter,Positive,5,2,5,2,3,1,3,3,4,3,72.5,B,6,7,91.7,4,0,Likely
U0412,23,Male,USA,Desktop,Free,New,14,No,7.8,13,4,5,97.1,124,14,9,Promoter,Positive,4,3,4,2,3,2,3,2,4,2,67.5,C,5,5,66.7,4,1,Unsure
U0413,19,Female,UK,Desktop,Pro,Returning,19,Yes,6.9,8,0,3,92.2,278,18,10,Promoter,Positive,4,2,2,2,3,2,4,2,3,3,62.5,C,4,3,41.7,3,1,Unsure
U0414,47,Female,USA,Tablet,Pro,Power User,42,No,5.8,14,0,1,92.5,200,23,3,Detractor,Negative,2,1,5,2,4,2,5,1,3,1,80.0,A,4,7,75.0,5,0,Likely
U0415,37,Male,Canada,Desktop,Basic,New,2,Yes,7.8,9,2,0,72.5,188,19,5,Detractor,Negative,4,3,3,4,4,3,3,4,3,4,47.5,F,3,1,16.7,3,1,Unlikely
U0416,27,Male,Germany,Mobile,Basic,Power User,5,Yes,9.5,14,0,1,100.0,152,2,10,Promoter,Positive,3,3,5,3,3,2,4,2,4,2,67.5,C,7,6,91.7,4,0,Unsure
U0417,50,Female,USA,Mobile,Free,Returning,22,Yes,8.6,12,1,1,63.8,178,17,5,Detractor,Negative,4,3,4,2,5,1,5,2,3,4,72.5,B,2,3,25.0,3,1,Unlikely
U0418,35,Male,USA,Mobile,Pro,Power User,31,Yes,7.9,16,2,3,100.0,143,1,9,Promoter,Positive,3,1,5,2,5,3,4,1,5,3,80.0,A,5,5,66.7,3,0,Unsure
U0419,46,Male,UK,Tablet,Basic,Returning,35,Yes,2.3,12,1,1,74.6,216,5,10,Promoter,Positive,2,4,3,3,5,3,4,2,3,2,57.5,D,4,2,33.3,4,1,Unsure
U0420,35,Prefer not to say,USA,Desktop,Free,Returning,10,No,9.5,9,1,0,93.2,191,0,10,Promoter,Positive,4,3,4,3,3,1,4,2,4,1,72.5,B,6,6,83.3,5,0,Unsure
U0421,55,Male,France,Desktop,Basic,New,2,Yes,4.6,7,0,1,68.3,210,17,2,Detractor,Negative,4,3,4,2,3,2,3,1,3,4,62.5,C,3,3,33.3,4,0,Unlikely
U0422,52,Female,Brazil,Desktop,Enterprise,Returning,10,No,3.3,11,2,0,96.7,167,1,10,Promoter,Positive,4,3,4,2,5,1,3,3,2,2,67.5,C,5,4,58.3,4,1,Unsure
U0423,32,Prefer not to say,Australia,Desktop,Basic,New,5,Yes,9.0,10,1,0,72.0,227,14,9,Promoter,Positive,3,3,3,2,2,3,3,1,3,2,57.5,D,2,4,33.3,3,0,Unlikely
U0424,44,Male,UK,Desktop,Enterprise,New,6,No,11.1,14,1,4,49.5,246,56,8,Passive,Neutral,4,2,3,2,4,3,2,3,4,3,60.0,C,4,2,33.3,4,0,Unsure
U0425,40,Male,Netherlands,Desktop,Free,New,27,Yes,6.1,8,0,2,93.8,208,24,7,Passive,Neutral,5,4,5,3,3,2,4,3,3,1,67.5,C,3,3,33.3,4,1,Unsure
U0426,48,Male,Canada,Mobile,Free,Returning,1,No,12.6,12,1,3,69.0,272,1,7,Passive,Neutral,4,2,3,2,3,1,5,1,5,1,82.5,A,7,5,83.3,5,1,Likely
U0427,24,Male,Canada,Tablet,Free,Power User,32,Yes,8.7,18,0,1,100.0,202,2,3,Detractor,Negative,4,1,5,1,5,2,3,2,4,2,82.5,A,7,7,100.0,4,0,Likely
U0428,41,Male,USA,Desktop,Basic,New,10,Yes,5.5,11,0,1,74.0,127,20,10,Promoter,Positive,5,3,4,3,3,2,4,2,5,2,72.5,B,2,5,41.7,4,0,Likely
U0429,45,Female,USA,Desktop,Free,New,16,No,5.2,14,1,1,95.0,244,36,9,Promoter,Positive,3,1,3,1,5,1,5,2,5,1,87.5,A,4,7,75.0,4,0,Unsure
U0430,18,Male,USA,Tablet,Free,Returning,2,Yes,10.4,11,0,0,90.1,262,1,9,Promoter,Positive,3,3,5,3,4,2,3,2,3,2,65.0,C,3,5,50.0,3,0,Unsure
U0431,22,Female,UK,Desktop,Enterprise,New,7,Yes,5.3,14,0,3,88.6,175,23,10,Promoter,Positive,3,2,4,3,4,1,3,1,4,2,72.5,B,2,4,33.3,5,0,Likely
U0432,18,Prefer not to say,USA,Desktop,Pro,New,2,Yes,8.2,11,1,1,81.6,135,15,10,Promoter,Positive,3,2,3,1,3,3,3,2,5,1,70.0,B,3,1,16.7,4,1,Unsure
U0433,31,Female,USA,Desktop,Pro,New,59,No,5.6,15,0,1,86.0,209,12,1,Detractor,Negative,4,2,5,3,2,2,3,3,2,3,57.5,D,5,5,66.7,3,1,Unsure
U0434,41,Female,USA,Mobile,Free,Power User,30,Yes,6.0,8,0,1,53.1,204,45,10,Promoter,Positive,5,2,5,2,4,2,4,3,3,2,75.0,B,4,5,58.3,4,0,Likely
U0435,49,Male,India,Desktop,Free,Power User,11,Yes,8.9,11,0,1,76.1,157,25,9,Promoter,Positive,3,3,3,3,4,2,3,2,3,2,60.0,C,5,1,33.3,3,0,Unsure
U0436,35,Female,USA,Tablet,Free,Returning,5,Yes,5.2,12,1,1,57.5,141,36,10,Promoter,Positive,3,3,3,4,4,3,4,3,4,2,57.5,D,2,3,25.0,3,1,Unlikely
U0437,50,Female,UK,Desktop,Pro,Returning,49,Yes,6.0,14,1,1,82.9,202,6,10,Promoter,Positive,3,3,4,2,3,2,4,2,4,1,70.0,B,5,5,66.7,4,1,Unsure
U0438,20,Male,Spain,Mobile,Enterprise,Returning,8,No,10.6,18,1,2,70.4,176,9,10,Promoter,Positive,4,1,4,1,4,1,4,2,3,3,77.5,B,7,6,91.7,5,0,Likely
U0439,18,Male,Spain,Desktop,Basic,Returning,3,Yes,9.8,10,0,4,53.6,212,20,10,Promoter,Positive,4,3,3,4,3,2,4,2,4,2,62.5,C,4,1,25.0,3,1,Unsure
U0440,33,Female,Canada,Desktop,Free,Returning,15,Yes,7.9,16,0,1,96.6,220,7,9,Promoter,Positive,2,2,4,1,4,3,4,2,5,2,72.5,B,4,3,41.7,3,1,Unsure
U0441,38,Male,Brazil,Mobile,Basic,Returning,52,No,6.4,12,0,1,100.0,118,8,4,Detractor,Negative,4,1,5,2,3,1,4,1,5,2,85.0,A,7,6,91.7,5,1,Unsure
U0442,34,Male,Germany,Mobile,Free,Returning,0,No,5.5,16,0,3,78.1,188,4,9,Promoter,Positive,5,1,3,3,4,2,3,2,5,2,75.0,B,4,5,58.3,4,1,Unsure
U0443,18,Male,Brazil,Mobile,Basic,New,5,Yes,7.4,15,2,0,84.1,236,2,10,Promoter,Positive,4,2,4,2,4,1,4,2,4,1,80.0,A,5,4,58.3,3,1,Unsure
U0444,33,Male,UK,Mobile,Basic,Returning,50,Yes,7.6,10,0,4,74.8,192,8,8,Passive,Neutral,4,2,3,3,4,2,4,2,3,1,70.0,B,4,4,50.0,4,0,Unsure
U0445,21,Female,USA,Tablet,Pro,Power User,3,Yes,4.9,14,0,0,91.6,98,17,2,Detractor,Negative,5,3,5,2,4,2,5,2,2,3,72.5,B,7,5,83.3,4,1,Unsure
U0446,41,Female,USA,Mobile,Free,Returning,2,Yes,8.6,12,0,2,68.9,185,40,9,Promoter,Positive,3,1,5,3,4,2,4,3,4,2,72.5,B,5,4,58.3,4,0,Unsure
U0447,38,Female,UK,Mobile,Free,Power User,15,Yes,7.9,16,1,1,100.0,127,7,7,Passive,Neutral,4,3,5,2,5,2,4,2,3,3,72.5,B,6,7,91.7,4,1,Likely
U0448,25,Male,UK,Desktop,Enterprise,Power User,36,Yes,2.2,11,1,1,72.6,236,18,8,Passive,Neutral,3,3,4,3,3,3,3,2,3,2,57.5,D,4,4,50.0,4,0,Unsure
U0449,29,Male,France,Desktop,Free,New,12,Yes,2.9,9,1,5,59.3,270,3,10,Promoter,Positive,4,3,4,3,1,3,3,2,3,3,52.5,D,1,2,8.3,3,1,Unsure
U0450,23,Female,Canada,Desktop,Free,Returning,84,Yes,6.1,17,1,0,83.3,100,31,10,Promoter,Positive,5,1,3,2,5,2,5,2,4,3,80.0,A,5,4,58.3,4,0,Unsure
U0451,33,Male,Germany,Mobile,Free,Returning,20,Yes,6.0,11,1,1,64.9,274,16,9,Promoter,Positive,3,3,4,2,3,2,3,4,4,3,57.5,D,5,3,50.0,4,1,Unlikely
U0452,44,Male,UK,Desktop,Free,Power User,1,Yes,10.8,14,0,2,76.9,164,30,7,Passive,Neutral,4,2,2,3,5,3,4,3,3,2,62.5,C,4,4,50.0,3,1,Unsure
U0453,24,Female,Australia,Desktop,Basic,Power User,84,Yes,7.0,11,0,3,67.7,316,28,7,Passive,Neutral,3,3,5,3,4,3,4,2,3,3,62.5,C,4,6,66.7,4,0,Unsure
U0454,39,Male,France,Tablet,Pro,Returning,9,Yes,4.4,17,1,0,83.0,216,5,0,Detractor,Negative,5,3,5,1,3,2,2,2,4,2,72.5,B,1,4,25.0,3,1,Unsure
U0455,29,Female,USA,Tablet,Free,New,6,Yes,5.6,8,1,4,81.2,179,19,8,Passive,Neutral,3,2,4,4,3,3,3,4,4,3,52.5,D,1,1,0.0,3,1,Unlikely
U0456,26,Male,India,Tablet,Basic,Power User,15,Yes,7.5,13,0,0,81.7,107,26,2,Detractor,Negative,4,1,4,1,4,2,4,2,4,2,80.0,A,5,6,75.0,3,0,Likely
U0457,33,Male,USA,Desktop,Pro,New,7,Yes,7.4,17,1,0,75.2,238,2,9,Promoter,Positive,3,2,3,1,5,4,3,3,4,2,65.0,C,3,5,50.0,3,1,Unlikely
U0458,24,Male,USA,Mobile,Basic,Power User,2,Yes,8.3,11,1,2,85.1,189,18,10,Promoter,Positive,4,2,3,2,5,3,3,4,3,2,62.5,C,4,4,50.0,4,1,Unsure
U0459,28,Prefer not to say,Netherlands,Desktop,Pro,Power User,0,No,10.5,18,1,0,77.7,192,42,3,Detractor,Negative,4,2,4,3,3,3,5,2,5,2,72.5,B,5,5,66.7,5,0,Likely
U0460,22,Female,USA,Desktop,Pro,Returning,11,Yes,7.5,16,1,1,91.2,292,4,8,Passive,Neutral,5,2,3,2,5,2,4,2,5,2,80.0,A,5,4,58.3,3,0,Unsure
U0461,54,Non-binary,USA,Desktop,Free,Returning,33,Yes,11.1,12,1,0,88.0,166,30,7,Passive,Neutral,5,3,2,3,3,3,3,2,3,3,55.0,D,6,4,66.7,4,1,Unsure
U0462,34,Female,Netherlands,Desktop,Pro,Returning,15,No,9.9,8,0,1,100.0,196,32,7,Passive,Neutral,3,1,5,4,3,3,4,3,4,1,67.5,C,5,6,75.0,5,0,Likely
U0463,27,Male,India,Desktop,Basic,Returning,84,No,4.6,12,1,2,66.8,307,25,3,Detractor,Negative,4,2,4,2,4,1,3,3,5,4,70.0,B,4,3,41.7,3,1,Unsure
U0464,36,Female,UK,Mobile,Enterprise,Returning,6,Yes,12.5,13,2,1,67.0,224,4,9,Promoter,Positive,3,1,4,3,5,3,3,2,3,1,70.0,B,6,5,75.0,3,0,Unsure
U0465,33,Male,UK,Desktop,Basic,Power User,6,Yes,8.3,17,0,1,79.6,101,5,3,Detractor,Negative,4,2,3,2,3,2,4,2,4,1,72.5,B,5,5,66.7,4,1,Unsure
U0466,32,Female,UK,Mobile,Enterprise,Power User,3,Yes,5.1,18,1,1,68.2,234,1,1,Detractor,Negative,4,2,3,3,3,1,4,2,3,1,70.0,B,4,5,58.3,3,0,Unsure
U0467,40,Male,France,Mobile,Pro,Power User,3,Yes,11.3,11,1,0,89.8,133,25,4,Detractor,Negative,5,1,3,3,3,3,5,2,4,2,72.5,B,3,5,50.0,3,0,Unsure
U0468,42,Female,USA,Desktop,Free,New,6,Yes,11.4,14,0,1,57.6,311,36,9,Promoter,Positive,3,2,3,2,2,1,3,3,5,3,62.5,C,5,5,66.7,4,1,Unlikely
U0469,29,Male,UK,Desktop,Basic,Power User,28,Yes,7.5,16,1,4,100.0,144,12,1,Detractor,Negative,5,2,3,2,4,2,5,3,4,2,75.0,B,5,7,83.3,5,0,Likely
U0470,28,Male,Spain,Desktop,Enterprise,Power User,43,Yes,5.4,15,0,3,95.4,395,7,0,Detractor,Negative,3,2,3,3,5,4,4,3,4,3,60.0,C,6,4,66.7,3,1,Unsure
U0471,31,Female,Germany,Mobile,Pro,Returning,66,Yes,7.1,15,2,0,85.1,282,1,7,Passive,Neutral,4,3,4,2,4,1,4,1,5,2,80.0,A,6,3,58.3,4,0,Likely
U0472,18,Female,USA,Desktop,Free,New,5,Yes,7.6,5,2,0,82.4,189,29,9,Promoter,Positive,4,2,3,2,5,3,3,2,3,1,70.0,B,2,3,25.0,3,0,Unlikely
U0473,19,Male,Germany,Desktop,Pro,Returning,38,Yes,10.7,13,0,3,61.5,197,16,2,Detractor,Negative,5,2,3,4,3,3,3,3,4,2,60.0,C,4,7,75.0,4,1,Likely
U0474,48,Male,India,Desktop,Free,Power User,7,Yes,8.6,10,0,1,100.0,250,35,7,Passive,Neutral,3,3,4,1,4,1,4,1,4,2,77.5,B,5,6,75.0,5,0,Unsure
U0475,50,Male,UK,Mobile,Free,Returning,2,Yes,7.4,12,1,1,73.3,251,19,8,Passive,Neutral,3,2,4,2,5,2,3,3,3,3,65.0,C,5,4,58.3,4,0,Unsure
U0476,32,Female,USA,Tablet,Basic,Power User,37,Yes,11.7,17,0,2,86.9,211,18,3,Detractor,Negative,5,2,4,1,4,2,4,1,4,2,82.5,A,5,6,75.0,4,0,Unsure
U0477,40,Female,Canada,Desktop,Free,Returning,18,Yes,6.4,14,0,1,55.9,278,19,8,Passive,Neutral,3,2,4,1,4,2,3,2,5,2,75.0,B,4,6,66.7,5,0,Unsure
U0478,37,Non-binary,USA,Mobile,Pro,Power User,3,Yes,10.7,18,0,1,96.5,174,9,3,Detractor,Negative,4,1,3,1,3,2,4,3,4,2,72.5,B,7,6,91.7,5,0,Unsure
U0479,65,Female,Germany,Mobile,Free,New,10,Yes,5.5,13,0,7,58.2,205,11,6,Detractor,Negative,5,2,4,2,4,2,3,3,4,3,70.0,B,1,6,41.7,4,1,Unsure
U0480,45,Male,USA,Tablet,Pro,Returning,6,Yes,8.0,9,0,2,80.7,190,36,8,Passive,Neutral,4,1,4,3,4,2,4,2,3,2,72.5,B,4,7,75.0,3,1,Unsure
U0481,33,Female,UK,Mobile,Free,Returning,24,Yes,6.6,5,1,0,71.9,261,16,6,Detractor,Negative,4,2,4,2,3,3,4,2,4,1,72.5,B,5,4,58.3,3,1,Unsure
U0482,24,Male,UK,Mobile,Free,New,11,No,6.4,12,2,0,61.0,242,9,1,Detractor,Negative,5,2,3,1,4,1,4,4,5,1,80.0,A,5,2,41.7,3,0,Unsure
U0483,18,Male,USA,Mobile,Free,Power User,82,No,5.8,12,1,0,66.4,233,1,8,Passive,Neutral,4,2,3,4,3,3,4,3,3,3,55.0,D,5,7,83.3,4,1,Unsure
U0484,36,Female,UK,Tablet,Free,New,1,Yes,9.5,8,2,3,75.9,277,7,9,Promoter,Positive,4,3,3,2,4,2,4,2,3,1,70.0,B,1,3,16.7,4,0,Unlikely
U0485,26,Male,UK,Desktop,Free,Returning,8,Yes,4.4,6,0,1,55.8,103,15,10,Promoter,Positive,2,1,3,2,5,1,3,2,4,4,67.5,C,4,5,58.3,3,0,Unsure
U0486,20,Female,Australia,Desktop,Free,Returning,12,Yes,3.9,9,0,0,59.2,257,7,9,Promoter,Positive,4,2,5,2,3,1,5,2,5,3,80.0,A,6,4,66.7,3,1,Unsure
U0487,28,Female,Brazil,Desktop,Basic,Returning,13,No,12.7,13,0,4,93.2,210,3,9,Promoter,Positive,5,2,3,2,4,3,3,2,4,2,70.0,B,7,5,83.3,4,0,Likely
U0488,23,Female,Canada,Mobile,Free,New,7,Yes,8.5,13,1,0,100.0,331,15,9,Promoter,Positive,4,3,3,2,2,2,3,3,3,2,57.5,D,4,4,50.0,2,0,Unlikely
U0489,51,Female,Australia,Mobile,Basic,New,24,No,1.8,15,2,0,93.2,98,2,10,Promoter,Positive,5,3,5,2,5,2,4,1,4,2,82.5,A,7,5,83.3,4,1,Likely
U0490,43,Female,USA,Desktop,Basic,Power User,37,Yes,4.7,16,1,1,59.7,323,32,9,Promoter,Positive,5,3,3,3,3,3,2,3,5,4,55.0,D,4,2,33.3,4,1,Unsure
U0491,34,Female,Brazil,Mobile,Pro,Returning,50,Yes,2.2,9,2,0,72.7,219,11,7,Passive,Neutral,3,2,4,1,5,2,5,1,2,1,80.0,A,4,4,50.0,3,0,Unsure
U0492,49,Female,UK,Desktop,Enterprise,Power User,29,No,5.4,17,1,1,87.1,219,10,4,Detractor,Negative,5,3,5,1,4,2,4,2,4,1,82.5,A,6,5,75.0,4,0,Likely
U0493,35,Male,Spain,Desktop,Basic,Power User,34,Yes,0.5,14,0,3,82.4,288,2,9,Promoter,Positive,5,1,4,1,5,1,4,2,5,3,87.5,A,7,5,83.3,3,0,Likely
U0494,25,Female,Brazil,Tablet,Free,New,14,Yes,6.0,14,1,4,87.2,258,7,10,Promoter,Positive,5,3,2,2,4,2,1,2,4,2,62.5,C,2,2,16.7,3,1,Unsure
U0495,49,Male,India,Desktop,Free,Returning,31,Yes,3.7,11,0,1,79.8,242,9,8,Passive,Neutral,4,1,4,1,4,3,4,2,3,3,72.5,B,5,3,50.0,3,0,Unsure
U0496,39,Female,Brazil,Desktop,Enterprise,Returning,7,Yes,6.6,15,0,1,88.5,235,29,9,Promoter,Positive,5,4,3,4,3,3,4,3,4,2,57.5,D,4,4,50.0,3,1,Unsure
U0497,24,Female,Germany,Mobile,Free,Power User,9,Yes,1.9,12,1,2,66.8,205,30,7,Passive,Neutral,4,2,3,2,3,1,5,2,4,3,72.5,B,4,3,41.7,4,0,Unsure
U0498,32,Female,USA,Mobile,Free,Power User,7,Yes,7.1,11,0,0,97.5,210,4,7,Passive,Neutral,3,1,4,2,4,3,3,1,3,2,70.0,B,7,7,100.0,4,1,Likely
U0499,25,Male,USA,Desktop,Free,Returning,11,Yes,4.4,10,1,0,64.5,203,22,8,Passive,Neutral,4,2,3,1,5,3,3,2,3,2,70.0,B,2,2,16.7,2,1,Unlikely
U0500,20,Male,France,Mobile,Free,Power User,6,Yes,10.0,11,1,5,60.6,222,5,8,Passive,Neutral,4,3,5,3,3,2,3,2,5,2,70.0,B,7,2,58.3,3,1,Unsure
U0501,43,Female,UK,Mobile,Free,New,59,No,10.1,14,0,0,100.0,79,77,8,Passive,Neutral,3,3,2,2,3,2,5,3,4,2,62.5,C,4,4,50.0,4,1,Unsure
U0502,53,Male,France,Desktop,Pro,Power User,7,Yes,8.6,9,1,0,51.7,242,51,9,Promoter,Positive,5,2,3,2,5,3,5,2,4,3,75.0,B,4,2,33.3,2,0,Unsure
U0503,20,Male,Brazil,Desktop,Free,Power User,2,Yes,6.7,14,0,1,74.6,187,10,10,Promoter,Positive,5,3,3,1,3,3,4,3,4,2,67.5,C,6,4,66.7,3,0,Unsure
U0504,40,Male,UK,Mobile,Pro,New,13,Yes,12.4,15,0,1,75.5,176,15,10,Promoter,Positive,4,2,3,1,4,2,4,3,5,2,75.0,B,7,3,66.7,5,0,Likely
U0505,27,Non-binary,Canada,Desktop,Free,Returning,1,Yes,1.2,10,2,0,99.2,267,40,4,Detractor,Negative,4,1,4,3,2,1,3,4,3,3,60.0,C,2,1,8.3,2,1,Unsure
U0506,29,Female,Netherlands,Tablet,Free,New,2,Yes,1.8,14,1,0,91.2,163,30,10,Promoter,Positive,4,2,3,3,3,3,3,4,3,3,52.5,D,1,2,8.3,4,1,Unlikely
U0507,28,Male,Spain,Mobile,Enterprise,Returning,4,No,5.5,13,1,1,90.1,355,26,8,Passive,Neutral,4,2,2,2,3,3,3,3,3,3,55.0,D,2,5,41.7,2,1,Unlikely
U0508,25,Male,Brazil,Tablet,Free,Power User,11,Yes,11.8,11,2,2,68.7,221,61,7,Passive,Neutral,2,2,4,3,4,2,5,2,2,1,67.5,C,4,5,58.3,4,1,Unlikely
U0509,34,Male,Germany,Desktop,Pro,Returning,10,Yes,6.9,14,1,0,100.0,190,12,10,Promoter,Positive,3,2,3,3,4,2,5,1,3,2,70.0,B,5,6,75.0,4,0,Unsure
U0510,26,Female,Brazil,Tablet,Basic,New,29,Yes,5.7,12,2,1,78.6,169,19,7,Passive,Neutral,4,4,3,2,3,4,4,3,4,2,57.5,D,3,3,33.3,3,0,Unlikely
U0511,37,Female,Canada,Desktop,Free,Returning,24,Yes,3.1,13,0,1,91.0,218,32,3,Detractor,Negative,4,2,3,3,4,3,2,2,3,2,60.0,C,2,5,41.7,5,0,Unsure
U0512,33,Male,UK,Desktop,Enterprise,Power User,10,No,9.0,7,0,4,79.9,299,19,8,Passive,Neutral,5,2,3,3,4,3,3,3,4,3,62.5,C,5,5,66.7,3,1,Unsure
U0513,32,Male,USA,Desktop,Free,Returning,7,Yes,9.1,11,0,1,77.4,276,21,10,Promoter,Positive,4,3,5,2,3,2,5,3,4,3,70.0,B,5,7,83.3,4,0,Unsure
U0514,25,Male,India,Desktop,Pro,Returning,7,Yes,8.5,8,0,0,72.7,271,5,8,Passive,Neutral,4,2,3,2,5,2,5,3,4,2,75.0,B,4,5,58.3,4,0,Unsure
U0515,28,Female,USA,Mobile,Free,New,27,Yes,4.6,15,2,1,70.1,261,9,10,Promoter,Positive,3,4,4,3,4,1,3,1,3,2,65.0,C,3,2,25.0,5,1,Unsure
U0516,42,Female,France,Desktop,Pro,Power User,1,Yes,5.3,13,1,2,89.3,185,2,10,Promoter,Positive,4,3,4,3,5,2,3,4,4,3,62.5,C,6,5,75.0,3,0,Unsure
U0517,39,Male,India,Desktop,Free,Power User,0,No,2.4,10,0,0,73.6,155,15,10,Promoter,Positive,4,2,3,1,3,2,3,2,4,3,67.5,C,4,3,41.7,3,1,Unsure
U0518,24,Male,UK,Mobile,Basic,Returning,29,Yes,6.2,14,0,1,71.1,221,12,9,Promoter,Positive,4,3,3,1,3,1,4,3,5,2,72.5,B,2,5,41.7,4,0,Unlikely
U0519,35,Male,Germany,Desktop,Pro,New,12,Yes,4.6,15,0,0,100.0,186,79,8,Passive,Neutral,4,1,3,3,4,2,4,3,4,1,72.5,B,4,6,66.7,4,0,Unsure
U0520,42,Non-binary,Canada,Mobile,Enterprise,New,3,Yes,4.2,10,1,0,39.8,268,14,6,Detractor,Negative,5,1,5,2,2,2,3,2,4,3,72.5,B,6,4,66.7,4,1,Likely
U0521,18,Male,USA,Desktop,Enterprise,New,5,Yes,6.5,14,1,1,92.4,212,19,7,Passive,Neutral,3,1,2,3,5,1,5,3,5,2,75.0,B,7,6,91.7,5,0,Unsure
U0522,39,Female,UK,Mobile,Pro,Returning,49,No,6.1,12,1,0,92.7,298,6,7,Passive,Neutral,3,3,5,4,3,2,4,3,4,2,62.5,C,6,4,66.7,4,0,Unsure
U0523,27,Female,UK,Mobile,Enterprise,Power User,35,No,6.5,9,2,2,100.0,259,19,9,Promoter,Positive,3,2,4,1,5,2,4,2,5,1,82.5,A,6,4,66.7,4,1,Likely
